,total-evictions,avg-evictions,total-foreclosure-sales,avg-foreclosure-sales,total-lien-foreclosures,avg-lien-foreclosures,total-evictions-2017,eviction-filings-2017,eviction-rate-2017,total-evictions-2018,eviction-filings-2018,eviction-rate-2018,total-evictions-2019,eviction-filings-2019,eviction-rate-2019,foreclosure-sales-2017,foreclosure-sales-2018,foreclosure-sales-2019,lien-foreclosures-2017,lien-foreclosures-2018,lien-foreclosures-2019,avg-foreclosure-rate,foreclosure-rate-2017,foreclosure-rate-2018,foreclosure-rate-2019,avg-lien-foreclosure-rate,lien-foreclosure-rate-2017,lien-foreclosure-rate-2018,lien-foreclosure-rate-2019,avg-eviction-rate,ratio-to-mean-foreclosure-rate,ratio-to-mean-eviction-rate,avg-housing-loss-rate,evictions-pct-total-housing-loss,housing-loss-index,locale
DP02_0051E+Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married,0.07217460069256552,0.07198656222077365,0.1973991965100356,0.19247394806565107,0.15165267996956056,0.15820077971348878,0.08810832576749679,0.07636719123619914,0.12219063234849879,0.05961607232708481,0.046684746802484384,0.07606998066152557,0.06664656659963633,0.05214206097116597,0.06643444856451142,0.14577546596030175,0.16282096720379316,0.23490668979925047,0.15736460879802278,0.08428103359495648,0.17861889881510462,-0.06148340662287015,-0.05141887687728181,-0.04139656456707303,-0.010680471095828746,-0.042027384147592585,-0.0035831237275415736,-0.017402576195984308,0.055733540777306946,0.07533489489833897,-0.061483406622870156,0.07533489489833906,0.03329707561551624,-0.056091847415216806,0.03329707561551625,hb
DP02_0052E+Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,0.28443810849255563,0.2834420832037591,0.39530734016015584,0.3867065652461338,0.609424747069573,0.6087222356107922,0.2888173915999364,0.2984795226240843,0.06572692937335553,0.25429222868186196,0.2627662677971022,0.009140644313754302,0.29064143333554054,0.29871851779076286,0.009853068498714965,0.35727344244170384,0.30324843046499705,0.42394941995054075,0.5888706353723233,0.51157067800758,0.5793954353329291,-0.10668967079819151,-0.0789381712935125,-0.09286770493273348,-0.07393343670087894,0.11666364920921676,0.1693555588343637,0.22037173537955068,0.30910163408022356,-0.06123265573999047,-0.10668967079819146,-0.06123265573999047,-0.05452519702637481,-0.013526356942838921,-0.05452519702637483,hb
"DP02_0053E+Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",0.15831383695790693,0.15744822231135155,0.3368129471105304,0.3289151102238837,0.5149056632734,0.5284051092329466,0.1702691466687073,0.16599701027960412,0.05340800233259754,0.12678115459740522,0.12316612000453242,0.027042397069802365,0.1656792163158533,0.1620754087204873,-0.009325403157377291,0.3129936211695896,0.23645431312380247,0.3712005497581349,0.45989062518760426,0.4101862811789186,0.5474820174808908,-0.10364469266144978,-0.0716836384196148,-0.11202686970832497,-0.06259638216555624,0.116502788643095,0.1378547801150195,0.1673976148161977,0.29543330736448714,-0.05777317618034704,-0.10364469266144977,-0.05777317618034697,-0.059897468668092056,-0.09067981947169064,-0.059897468668092084,hb
DP02_0054E+Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,0.27657546293697227,0.27594862707707096,0.24010366961430313,0.23167082904755984,0.36420573902232034,0.3703060272626927,0.2960986972185243,0.29339555612069146,0.09999035523573846,0.24903764949665796,0.2440875389404602,0.07544993800846919,0.2703046407233319,0.2642344138456156,0.06880422703835154,0.22416806491498456,0.15692052966332062,0.27346190871040743,0.3748040124003787,0.30683530965139155,0.32376143407605323,-0.05364711025065505,-0.030679307435266704,-0.060143072294223006,-0.0290137520704419,0.08647015031654548,0.11919661283208882,0.15438692098711976,0.18042092365146012,0.027867009009642736,-0.05364711025065509,0.027867009009642747,0.11302751504497666,0.08979188171578886,0.1130275150449767,hb
DP02_0055E+Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),0.14684253467691522,0.1458912149360136,0.4224341323534589,0.41155659928474364,0.5585397323432274,0.5631110086560381,0.16336872170848585,0.16300946916225287,0.05264155926382912,0.11596277356418055,0.11356005462272437,-0.013659470404258337,0.15094573127609826,0.1497097665359957,-0.000602630534398115,0.3789301574858164,0.32160658356704747,0.4580087711607124,0.546984041538497,0.4638146725956395,0.5294427583812426,-0.13573714547509197,-0.097485545986862,-0.1331637505485938,-0.07754596756436564,0.07097707966201788,0.11606554640101163,0.19041420520746813,0.2417784211414482,-0.06581682287634129,-0.13573714547509177,-0.06581682287634127,-0.05874558660114374,-0.09928639116642449,-0.05874558660114372,hb
DP02_0056E+Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),0.1498974345248476,0.14894372002893036,0.37441891437478514,0.3603046257552441,0.49145682316979517,0.48997611008372804,0.15429337029515233,0.15903495981086138,0.034417018242624074,0.1280632555747789,0.13092361395589422,-0.009068989120590213,0.1560046388993552,0.1608350660024662,-0.007123785222853306,0.3465023960523791,0.28380873515017796,0.3962796080094232,0.49263598487986054,0.43915924478488116,0.42312005059341545,-0.11160960949250662,-0.07531117793656558,-0.1122518888655049,-0.07849594237937282,0.09483423652364976,0.16127399194102432,0.17370089198130573,0.18255694849935597,-0.027776693483319646,-0.11160960949250656,-0.027776693483319626,-0.09670195361285744,-0.12862967142534812,-0.09670195361285744,hb
DP02_0057E+Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,0.28191487742104754,0.281455375960116,0.14234505052343419,0.14444821131858473,0.4222486907770985,0.40888193290450814,0.27030083067590016,0.2874845005366582,0.042528512891185706,0.2688135980534233,0.28644639050619525,0.016985963460088266,0.28731381251841026,0.30261958546665585,0.01331419319499267,0.12471678289011418,0.1217705757720059,0.14593127971287911,0.38809829870166757,0.3479647224986498,0.42673183775514223,-0.01179905434328176,-0.017559083020584634,0.017841161772422374,-0.02666472778438,0.12543010745890953,0.15489468312639443,0.1723975032036201,0.3187490685510798,-0.04359860650982519,-0.01179905434328175,-0.04359860650982515,-0.019531241246955683,0.1315359790989805,-0.01953124124695568,hb
DP02_0058E+Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,0.18553317502667735,0.18475844770541808,0.47265023032954945,0.46124019139027767,0.5622353403583348,0.5589920315842664,0.19514755362493283,0.20670430695625547,0.011171631618038719,0.1593777612953532,0.17134274919440365,-0.04185828672368728,0.18944812124914778,0.20108265331115802,-0.02407598429512261,0.4471516993145027,0.3817571495972944,0.47045539186686036,0.5621811593015763,0.4574638948243019,0.531895518738926,-0.19320363307898775,-0.12264445204828214,-0.17412367221896285,-0.14878940668584756,-0.031281634628715076,0.06396678902679662,0.07813805611149828,0.20259553010252154,-0.17294495828621312,-0.19320363307898775,-0.17294495828621312,-0.23445332801685537,-0.17490227217180637,-0.23445332801685564,hb
DP02_0059E+Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade,0.23378253502925578,0.23336444482398272,0.13518130223265507,0.13189041388061754,0.13672736680392483,0.14944842459247484,0.2467599939575812,0.23546819841675465,0.11357383456161907,0.21545058499817,0.2031385101497878,0.08530209873234681,0.2274120408936659,0.21372020454693688,0.08256123030292845,0.10407518817248111,0.1488079284044701,0.12486781679423659,0.15939485883003945,0.09629482583914516,0.12366912019677097,0.019924286606901105,0.02157432045479857,0.02483235486054705,0.022690166452230223,0.1230310087668553,0.12176625085127334,0.08186003493776255,0.03613783526506787,0.06565384602130647,0.01992428660690109,0.06565384602130647,0.15404506458089298,0.1069910771477439,0.15404506458089307,hb
"DP02_0060E+Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma",0.4663906073074286,0.4658962218139341,0.14021840077981718,0.13302351104713794,0.05166447546870144,0.07297360363544463,0.4764757957492785,0.4528346487642825,0.2253241553599169,0.43897727241227913,0.4115239111769774,0.1891764309763543,0.45838837059011284,0.4287281148751823,0.22151472681441683,0.1484776189015056,0.1195790210180725,0.11823975225223136,0.08208533238698372,0.03255533794080928,0.03030456496254501,0.016688163153099636,0.03652198118786611,-0.01999641319717254,-0.010189159851842851,0.089942792947378,0.07115089270063145,0.030733061910034592,-0.059245539666823624,0.24816350459944972,0.016688163153099626,0.24816350459944977,0.3729619056677918,0.3029156834558007,0.3729619056677919,hb
DP02_0061E+Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),0.3437620416710813,0.34324779270766914,0.3872935397911147,0.3756008762486735,0.3246836852400959,0.3259453561773844,0.37471459314485794,0.35906557147727414,0.1638793081660101,0.2977426407968069,0.27961579759473615,0.11229912149674277,0.3397587569142058,0.31974472059226333,0.13662438932664644,0.36689413635639195,0.3241243745631717,0.3753812533188186,0.35635227640551737,0.23594097658579122,0.306821635010872,-0.11257904511360571,-0.06281271170320137,-0.11087823408476771,-0.0838633087514014,-0.01492006916205248,0.06923666657921008,0.024242428735993766,0.06521914844733344,0.06513142338297827,-0.11257904511360556,0.06513142338297832,0.0894259999380906,0.04615346967938463,0.08942599993809054,hb
"DP02_0062E+Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree",0.15947975547199028,0.1590839826679796,0.48071505223721306,0.47159975087647504,0.5565791007105715,0.546131942951432,0.18063663773926944,0.18942006622984178,-0.005142474240142745,0.13026456203394426,0.13976527737605463,-0.056076640812833985,0.15846611558675897,0.16888827730631653,-0.025275277775731988,0.46211918988560463,0.38542886925301983,0.4735031991743888,0.5352697196335393,0.4669030734786551,0.5318395482904311,-0.12457104366593111,-0.06418991369440315,-0.11743263760600586,-0.08578756082088557,0.042757083886364254,0.11434477256554676,0.1349695931918725,0.26555033342481876,-0.13385758987835458,-0.12457104366593111,-0.1338575898783544,-0.1657249462339427,-0.18854639933322428,-0.1657249462339428,hb
DP02_0063E+Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree,0.12336525281428451,0.12267682969407154,0.43832375752361286,0.4328105953093512,0.616862028827571,0.6114429185192308,0.1380438752750311,0.14686767199610948,0.0341976787421059,0.09452008770564214,0.1032910856543399,-0.02918688623503552,0.1283592492470383,0.1386545499817571,-0.0006717453712313437,0.41539491110554894,0.35200055303724015,0.4372918308892642,0.5508114120279295,0.5478508882010737,0.5975840501796665,-0.17381938211743928,-0.12045553877427939,-0.15115275704168735,-0.11815686458655658,0.061828610693031714,0.10670210819933248,0.21724185402382798,0.33068976228609814,-0.13770905351793927,-0.17381938211743925,-0.13770905351793924,-0.19988841359884488,-0.1422564225989383,-0.199888413598845,hb
DP02_0064E+Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,-0.08277128280595165,-0.08338648559354649,0.27453728525077215,0.26640603016794906,0.3617543814159687,0.35144840333550054,-0.09494814580775512,-0.06603617677989522,-0.12848545971565278,-0.07957320736568523,-0.04740881344663435,-0.15416383755011157,-0.07264428059163458,-0.040163555883269975,-0.15134361013257752,0.26237894806081297,0.2053383743328219,0.2845360937439978,0.359250424496483,0.3009307953976671,0.3377154976999983,-0.18991548721449555,-0.13414689555256756,-0.15737884943249422,-0.1519982763542803,-0.1255130067027311,-0.03918611906872781,-0.01399513352931531,0.11663734687074227,-0.321448788577035,-0.18991548721449555,-0.32144878857703507,-0.454757414257395,-0.31418705630532706,-0.4547574142573951,hb
DP02_0065E+Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,-0.1453485293851097,-0.14584221909704512,0.14561100178659445,0.14406261578663268,0.23328017542463694,0.22870275672186105,-0.17053118993750932,-0.1365219696004686,-0.1812752145369292,-0.12971966167228602,-0.09334732629210662,-0.1822013725542885,-0.13213834457666468,-0.09494876981475354,-0.20529182471150084,0.1300156606120702,0.10577889983334078,0.1627948109905847,0.22261054585656598,0.19360306668134372,0.22669768368246582,-0.1602319301133118,-0.12071669117270269,-0.13428507367278747,-0.12975136933585932,-0.1092592920249537,-0.0631237722320348,-0.021634141594187885,0.09831276575297579,-0.3222820192393024,-0.16023193011331183,-0.32228201923930233,-0.42892723601891564,-0.27721192991661797,-0.42892723601891614,hb
DP02_0066E+Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher,0.11015461393897805,0.10944749876934202,0.4588104030035396,0.4482386284002901,0.5643605070273335,0.5561378064907169,0.11752976909767207,0.1340053084332562,-0.029670888412326808,0.0881169659902383,0.10562021178760995,-0.0778235129233883,0.11603062768112363,0.13362223260094888,-0.06279417824083117,0.43503627527303307,0.36466111169646365,0.46072567928961283,0.5568000256242417,0.4626355250528324,0.5373453899423261,-0.20692204922917565,-0.13590576060341547,-0.18276615986778796,-0.15726964570343258,-0.0630244115636543,0.04002785660539416,0.06631007157745794,0.21649645950513965,-0.2213013184135817,-0.2069220492291758,-0.22130131841358147,-0.3141186126230129,-0.23655878373615205,-0.31411861262301344,hb
DP02_0067E+Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,-0.11215521981053315,-0.11273563545269466,0.2261340996683617,0.22066347834077965,0.31730093646089325,0.3092004641068916,-0.13029486280288172,-0.09835309308139954,-0.15495723086142726,-0.1035002464061312,-0.06859652451533867,-0.17068962352157133,-0.10040685475816494,-0.06496153150057876,-0.17897144922275948,0.21205934074579333,0.16774622949232965,0.23964357324178154,0.31099377685749025,0.2637451739432479,0.30026528332918906,-0.18284406175906728,-0.13249741459397937,-0.15218665962849137,-0.14700904522788072,-0.12297244887103374,-0.05156969297033604,-0.018004468349679066,0.11281387207451976,-0.33103469283177567,-0.18284406175906712,-0.3310346928317756,-0.45790928166936357,-0.3078735374804614,-0.457909281669364,hb
DP02_0068E+Estimate!!VETERAN STATUS!!Civilian population 18 years and over,0.27257400608936905,0.2717517952214119,0.45370546745070756,0.4432617846836216,0.5579989602631305,0.5545323770435976,0.2787304181963738,0.2908128344743501,0.03871222840808643,0.24449444638084328,0.25658362473713153,-0.016125450324587176,0.27651473969633383,0.28758786444709855,-0.0012740690190211935,0.42879836679453703,0.36782098874480396,0.4508717003176069,0.5615589624962006,0.4481999010318152,0.5305384784199504,-0.17035204072478613,-0.10856248953425306,-0.1487255560442175,-0.1357942296648216,0.0015563042946579444,0.09406952741094372,0.09043384003644077,0.21687331291123974,-0.1401083303613606,-0.17035204072478613,-0.1401083303613605,-0.17453790732043792,-0.09863749448374262,-0.174537907320438,hb
DP02_0069E+Estimate!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans,-0.060971498649161314,-0.061053660608800346,0.38454985419818555,0.3795409764672671,0.4477750221641042,0.43090466520382986,-0.03289414224209448,-0.024549999959562488,-0.12367493355441442,-0.08499054989945083,-0.07534937784194756,-0.1358981184947715,-0.060961211927998596,-0.051590031270085324,-0.11832791732837192,0.34675441173916555,0.29352071273800445,0.4144698444849853,0.4524983008182177,0.37535926994595625,0.40774886423415724,-0.16887704882635038,-0.1213558856330094,-0.15601482661164504,-0.13210280066672395,-0.09032027008559687,0.0039579693056077826,0.04168864714411023,0.12779987173289914,-0.1812495818359224,-0.16887704882635046,-0.1812495818359223,-0.3321302292428719,-0.35598070172656376,-0.3321302292428716,hb
DP02_0070E+Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population,0.2734096691937294,0.2724911049816498,0.47053172891479,0.45889270658305226,0.5948179109157323,0.5941482048216,0.28292226806970916,0.291146549126623,0.051280022924759305,0.24297319908716827,0.2507013185975756,-0.008296870440240927,0.2766146539382457,0.28367005361460784,0.00390989958563427,0.4380370717725806,0.371912373082371,0.4824291689752851,0.5912587535153624,0.4876943864121185,0.5621361838553672,-0.16833189741043036,-0.10980615997209864,-0.15367048300801678,-0.12477004051687553,-0.004319455402549907,0.0808189394829042,0.14713236991332082,0.2502825704121559,-0.12952707979088005,-0.1683318974104303,-0.12952707979088,-0.1319963231721198,-0.08937866427480892,-0.13199632317211973,hb
DP02_0071E+Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability,0.32848599289079294,0.32842233754031297,0.31117555080471204,0.3024623118147964,0.29684266348233285,0.2957363889138179,0.34118278205556385,0.325868478916774,0.08838500499928244,0.29677085565389083,0.2800885893813497,0.05230925831925153,0.32787838754691956,0.30775735486457717,0.09467304622036071,0.3155051429486581,0.2539436653433142,0.2862277160350825,0.2878180947782142,0.25393253645014546,0.27637364676990656,-0.10913737554380805,-0.06740366279973901,-0.12034440159224638,-0.1061340168005531,-0.10617386268252049,-0.05525146222875094,0.043401619588928374,0.024930277427594984,-0.01695039083979489,-0.10913737554380801,-0.01695039083979482,0.051477324116032216,0.02753862901326138,0.05147732411603216,hb
DP02_0072E+Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years,0.2421562734458458,0.24117592465806661,0.43276396890267144,0.42040645971181295,0.5881832858355699,0.594235895931109,0.2593465502631821,0.25653020012712174,0.07409451685197574,0.20869912037362762,0.20438417604112435,0.01988439092214193,0.243422134216074,0.239199498287532,0.022580964421632047,0.3894244842881835,0.3188502713802334,0.4770004129569692,0.5724204259937534,0.4981530323455257,0.5508296798784208,-0.135816602403984,-0.09383154250989913,-0.14314656690207855,-0.08178672211722839,0.1003224118118713,0.15301223453400065,0.23082326156262198,0.2734103189773839,-0.03913339594582584,-0.13581660240398408,-0.03913339594582581,-0.01452359592581191,-0.049992259327132076,-0.014523595925811934,hb
DP02_0073E+Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability,0.3500240465653066,0.34958411625020586,0.1726346260612786,0.16339063521349662,0.2190985766071928,0.23014153324706815,0.33363389961790413,0.3229393600183125,0.13903888741413042,0.33116849642281115,0.3218567468842062,0.09159510096528344,0.36003880495204976,0.34606357874793686,0.10387552223049072,0.14929394120280032,0.12377518525761899,0.1992872611414014,0.18344958986528997,0.23423218389678255,0.18257868545307512,-0.046707721649150026,-0.021321834940343388,-0.07640920481538648,-0.03483476895422899,0.0906803525149461,0.03138326682502999,0.18615963040774985,0.08180677832828483,0.12260543718183131,-0.04670772164915003,0.12260543718183126,0.17934709042702363,0.15381236270428247,0.17934709042702368,hb
DP02_0074E+Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years,0.34881554545097704,0.3475948822732267,0.455735145633014,0.4445115056303317,0.5520490261910396,0.5524430506863236,0.35227397146930767,0.36616537544166056,0.10177147444981892,0.32085137683519677,0.3340650682871929,0.024288382359538247,0.35122505136288296,0.3632065020788757,0.03351189067150439,0.43143934284022045,0.3635854909818907,0.4571604117183695,0.5430240140877977,0.44981222858106634,0.529970984894344,-0.12607930689612407,-0.06859757573836167,-0.1117267658414424,-0.09174073883799554,0.02420786417394356,0.09059475049323967,0.14191431315763062,0.2691779665119285,-0.10315756491765732,-0.12607930689612412,-0.10315756491765737,-0.07653124712726735,0.0005771734544064895,-0.07653124712726736,hb
DP02_0075E+Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability,0.4942166681191953,0.49345519060708587,0.30680400084247655,0.29456960567423834,0.25975922432577814,0.26435764299876136,0.5117294858142456,0.49493894927045534,0.21868104863394702,0.46483590529839885,0.44375423595346164,0.14184460222256692,0.48105769733585907,0.4553840522665021,0.1764792461077172,0.3028918818890303,0.2620169567394386,0.2805551918008939,0.23984840069238128,0.23015875785759413,0.24482668123512882,-0.04320697822097462,-0.004082325984315329,-0.05484049868234474,-0.039332428760098216,0.005343637685952696,0.01710253368656502,0.107219876829284,0.07905888146636605,0.11388872192014274,-0.04320697822097458,0.11388872192014284,0.2505056917876759,0.18892916133505444,0.250505691787676,hb
DP02_0076E+Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over,-0.1786180283257479,-0.17755435941368006,0.1499654513872435,0.1487769680684154,0.16327445483192973,0.148825298429341,-0.16828065242052548,-0.16870001267846244,-0.2149964933554262,-0.18713882632408865,-0.1852545508853835,-0.1682301256272068,-0.17190111585495949,-0.16939640374335777,-0.13917220507686123,0.13799931199094004,0.1452007598984758,0.13270685397536297,0.20035646145212385,0.11634645762207033,0.13693515215970306,-0.20522082332334124,-0.1699481450527905,-0.16726318649760386,-0.18834808886416035,-0.2628145469250322,-0.14806662661756106,-0.11848025422333389,-0.09046963163865583,-0.2710502078112084,-0.20522082332334118,-0.27105020781120887,-0.38315025809810266,-0.365427968197667,-0.3831502580981026,hb
DP02_0077E+Estimate!!DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability,-0.05104801662969868,-0.05017208277161631,0.1705353289058747,0.17102873054446796,0.1764969030251162,0.16593377839475765,-0.04222297374146283,-0.04861487103759122,-0.1243139874284113,-0.07138319757890871,-0.07588700925595726,-0.09044396883728492,-0.040288265802046995,-0.04461623241561829,-0.0541765154695486,0.18949024719927476,0.13169780944262252,0.1465023092043397,0.1935840422480996,0.1273727240247162,0.16782157110699117,-0.13369613638857109,-0.10930410026578267,-0.13215986987755993,-0.1361015288346851,-0.22547752250520287,-0.12815731476081613,-0.09955597836210105,-0.06853421729086129,-0.19757545708165328,-0.13369613638857106,-0.19757545708165344,-0.23333047052059586,-0.20165282233411072,-0.23333047052059566,hb
DP02_0078E+Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over,0.27051762679895475,0.26959889265497833,0.4726308294752054,0.4612336052490047,0.5983904434290436,0.5979706805085886,0.28021450748383225,0.28883599635537704,0.049222171303865435,0.23943480552385946,0.24758330713537224,-0.008655670328114245,0.27419047135545,0.2817472801422228,0.0034151991462560245,0.44136256902529875,0.3723221034392343,0.4842613761136997,0.5939211222302785,0.4894453051083726,0.5675615324216001,-0.16663445090783324,-0.10807820191000594,-0.1532021273980301,-0.12416047189966395,0.041066985828746516,0.12232586401097709,0.14288215833843834,0.2501242378598543,-0.11584085138506285,-0.16663445090783355,-0.1158408513850629,-0.13551134606744855,-0.09216991710844635,-0.13551134606744863,hb
DP02_0079E+Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house,0.15679888336739398,0.15587693619018025,0.49775659079947016,0.4839515961420296,0.5900679920422539,0.5867576370000737,0.1723815880707608,0.17606676673984697,0.041868655142736265,0.12649991903786081,0.13000361559913576,-0.020960967322386517,0.1607151840569799,0.16421460145702219,-0.0008268834208319419,0.45981098977614754,0.407975610959035,0.5015754605159269,0.5982541793634544,0.48975262389968294,0.5405519579728706,-0.18391679389715374,-0.12211792183190431,-0.16226306123668263,-0.13398857131628367,-0.03556674167101336,0.06473470623440637,0.1304295895947407,0.2026439948800848,-0.1475573261105564,-0.18391679389715368,-0.1475573261105564,-0.18997523101232403,-0.19349555630846854,-0.18997523101232444,hb
DP02_0080E+Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.,0.50005672291299,0.4995693212485178,0.19503453933840045,0.19587929525695155,0.3571012670818067,0.36723476613707406,0.4872090117729483,0.5061849994058842,0.04868215596056727,0.48078871569243586,0.49818002792054045,0.032771800237369066,0.5011429891874825,0.5164854749643938,0.015087347271446328,0.19598509384392288,0.10572834019370729,0.2266073605475229,0.31315296370839024,0.2723053565146725,0.3976997331629753,-0.04381316954802586,-0.01814909087577535,-0.06357282157337034,-0.04371020996570554,0.2740167787540851,0.25128442271710016,0.11763948176154157,0.286373900087479,0.041990166128450426,-0.04381316954802591,0.041990166128450496,0.09076166364442344,0.24437640483932874,0.09076166364442347,hb
DP02_0081E+Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county,0.5702371176934852,0.5697436141413198,0.2032873626361497,0.20196995671888662,0.2961568265425585,0.3123415355461233,0.5608440296871299,0.5688098994120817,0.09749614003953107,0.5483061378041816,0.5538835493860428,0.09000991394223226,0.5676547757876425,0.5709548332194022,0.06344893326484584,0.21023377340810018,0.1119170964817406,0.22873513921249533,0.2692192499336727,0.21919685021942734,0.32782318768567126,-0.040451166880536196,-0.015272990762845521,-0.07184401802896132,-0.048989620210250696,0.2640598613406149,0.24878665640325257,0.10235440149033655,0.20150148806351198,0.10612777939727568,-0.04045116688053616,0.10612777939727576,0.170902192883385,0.26911572143630735,0.17090219288338515,hb
DP02_0082E+Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county,0.26970222305285174,0.2693425595031577,0.13519585241456805,0.1389162362417189,0.34680367034352155,0.34393276194176836,0.25460501489135384,0.2860810394173675,-0.038962110609127035,0.2592461595516534,0.29077067572209186,-0.06409899184257241,0.2762241050630402,0.30655192142846316,-0.0637029714440324,0.12736042828530966,0.07084384881816308,0.1677232443455116,0.28858449788836815,0.2752945564135001,0.38950460990866026,-0.03781015907266993,-0.01777818510397467,-0.03610779919983477,-0.025407591966391745,0.2059587256761124,0.17799835460961463,0.10647121338797054,0.3373241316456314,-0.06783565209649407,-0.03781015907266995,-0.06783565209649407,-0.04590931246429986,0.14886281042365732,-0.04590931246429989,hb
DP02_0083E+Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state,0.3139169336468195,0.3134413021295535,0.10517592147062249,0.11023957803932447,0.23361454124873726,0.23053930235160489,0.2921557998136208,0.3187576657118175,0.04693950157378119,0.3045018723875509,0.3284537389181604,0.014107415984131141,0.3225161310996674,0.3461402599720383,0.022695769090471513,0.09752254275196025,0.02999066995148334,0.15341074202094696,0.1995400586875385,0.18934678614751946,0.2535398312814964,-0.011930286919508534,0.004045131162123355,-0.03376669227629449,0.027242364843228357,0.2855933364775431,0.23992497465209248,0.1324591747971726,0.283914346153906,-0.028576430339961108,-0.011930286919508534,-0.02857643033996104,0.014740422144094802,0.20420383729571523,0.014740422144094819,hb
DP02_0084E+Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state,0.16796528814556994,0.16778375393496392,0.12244401430381309,0.12433321479129028,0.3398295187088912,0.33797678321212665,0.16168292618509889,0.1887591056222283,-0.093001461910203,0.15940142063513177,0.1885235495798437,-0.10599410036463579,0.1712761405602092,0.19885966884830666,-0.11180073967661511,0.11641059593529308,0.08130406980644163,0.13625706759924527,0.2784530590979695,0.2664745830087912,0.38910983298245133,-0.04617420152712002,-0.02829880647840861,-0.02882867825493112,-0.055087176741372146,0.07776563430420026,0.07302143409188883,0.05299503869081524,0.2823106086191857,-0.07976970963657713,-0.046174201527120026,-0.07976970963657705,-0.0760074933380391,0.07450514754177423,-0.07600749333803912,hb
DP02_0085E+Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad,0.22856836638589362,0.22811430476165134,0.0761993211922938,0.07695760924378298,0.12929997586057485,0.12507585597951965,0.2269395033488305,0.24336330015496646,0.03698779984236511,0.21248931754639036,0.2317038415986127,0.012105267150427776,0.23131606627326218,0.2489917907815286,0.004836924250962723,0.09008077743195449,0.03039872545459952,0.08419237013334528,0.12017563277584276,0.07722558463259833,0.15979214346593743,-0.0074588893023138265,-0.01220297648895211,1.270925760196768e-05,0.002404370302996111,0.053972257716721005,0.09747920970883575,0.05596834828535547,0.1383031485401895,-0.07843034150595533,-0.007458889302313799,-0.07843034150595532,0.037612856610352664,0.2307450277080494,0.03761285661035268,hb
