"","dp02_0001e","dp02_0001pe","dp02_0002e","dp02_0004e","dp02_0008e","dp02_0013e","dp02_0017e","dp02_0017pe","dp02_0018e","dp02_0019e","dp02_0019pe","dp02_0024e","dp02_0024pe","dp02_0026e","dp02_0030e","dp02_0030pe","dp02_0031e","dp02_0032e","dp02_0058e","dp02_0058pe","dp02_0062e","dp02_0064e","dp02_0066e","dp02_0067e","dp02_0068e","dp02_0068pe","dp02_0070e","dp02_0070pe","dp02_0074e","dp02_0074pe","dp02_0078e","dp02_0078pe","dp02_0079e","dp02_0086e","dp02_0086pe","dp02_0087e","dp02_0088e","dp02_0089e","dp02_0094e","dp02_0102e","dp02_0110e","dp02_0110pe","dp02_0122e","dp02_0122pe","dp02_0150e","dp02_0150pe","dp02_0151e","dp02_0152e","dp03_0001e","dp03_0001pe","dp03_0002e","dp03_0003e","dp03_0004e","dp03_0007e","dp03_0008e","dp03_0008pe","dp03_0010e","dp03_0010pe","dp03_0011e","dp03_0012e","dp03_0013e","dp03_0018e","dp03_0018pe","dp03_0019e","dp03_0026e","dp03_0026pe","dp03_0027e","dp03_0029e","dp03_0032e","dp03_0032pe","dp03_0046e","dp03_0046pe","dp03_0047e","dp03_0051e","dp03_0051pe","dp03_0056e","dp03_0064e","dp03_0074e","dp03_0075e","dp03_0075pe","dp03_0095e","dp03_0095pe","dp03_0096e","dp03_0097e","dp03_0098e","dp03_0102e","dp03_0102pe","dp03_0103e","dp03_0103pe","dp03_0104e","dp03_0104pe","dp03_0105e","dp03_0106e","dp03_0116e","dp04_0001e","dp04_0001pe","dp04_0002e","dp04_0006e","dp04_0006pe","dp04_0016e","dp04_0016pe","dp04_0027e","dp04_0027pe","dp04_0031e","dp04_0038e","dp04_0038pe","dp04_0041e","dp04_0045e","dp04_0045pe","dp04_0047e","dp04_0050e","dp04_0050pe","dp04_0054e","dp04_0057e","dp04_0057pe","dp04_0058e","dp04_0058pe","dp04_0059e","dp04_0060e","dp04_0062e","dp04_0062pe","dp04_0063e","dp04_0072e","dp04_0072pe","dp04_0076e","dp04_0076pe","dp04_0077e","dp04_0126e","dp04_0126pe","dp04_0136e","dp04_0136pe","dp04_0142e","dp05_0001e","dp05_0001pe","dp05_0002e","dp05_0003e","dp05_0010e","dp05_0011e","dp05_0012e","dp05_0013e","dp05_0014e","dp05_0020e","dp05_0021e","dp05_0022e","dp05_0023e","dp05_0025e","dp05_0025pe","dp05_0026e","dp05_0027e","dp05_0033e","dp05_0033pe","dp05_0034e","dp05_0036e","dp05_0063e","dp05_0063pe","dp05_0070e","dp05_0070pe","dp05_0076e","tract_code","geoid","executed_day","executed_month","executed_year","borough"
"120",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,23,"Jan",18,"QUEENS"
"121",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,13,"Sept",19,"QUEENS"
"122",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,28,"Apr",17,"QUEENS"
"123",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,2,"Oct",19,"QUEENS"
"124",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,4,"Jan",19,"QUEENS"
"125",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,9,"Apr",18,"QUEENS"
"126",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,3,"Nov",17,"QUEENS"
"127",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,29,"Nov",17,"QUEENS"
"128",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,19,"Mar",19,"QUEENS"
"129",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,22,"May",17,"QUEENS"
"130",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,9,"Apr",18,"QUEENS"
"131",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,19,"Sept",17,"QUEENS"
"132",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,3,"Nov",17,"QUEENS"
"133",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,2,"May",17,"QUEENS"
"134",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,23,"Nov",18,"QUEENS"
"135",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,26,"Apr",18,"QUEENS"
"136",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,17,"Dec",18,"QUEENS"
"137",2558,2558,2201,1302,760,1153,9031,9031,2558,1330,14.7,2939,2939,1485,3657,3657,1544,1517,4948,4948,780,686,3962,1410,6056,6056,9065,9065,5079,5079,8992,8992,7775,9077,9077,5671,5390,4929,2170,2630,8342,8342,9077,9077,2558,2558,2455,2180,6472,6472,4409,4409,3894,2063,4409,4409,3613,3613,2468,2468,2080,3840,3840,1858,3894,3894,1235,661,3894,3894,3894,3894,3430,2558,2558,360,2177,737,2201,2201,9065,9065,8334,4818,4101,5028,5028,4096,4096,3668,3668,3255,2624,398,2588,2588,2558,2588,2588,2588,2588,2588,2588,399,2588,2588,659,2558,2558,1451,2558,2558,569,2558,2558,864,33.8,977,494,2558,2558,2088,2558,2558,2558,2558,2384,1451,1451,1451,1451,626,9077,9077,4435,4642,1075,684,1319,599,302,6472,6056,5532,1197,6056,6056,2641,3415,9077,9077,9077,9077,9077,9077,9077,9077,7076,100802,36081100802,16,"Nov",17,"QUEENS"
"138",851,851,582,445,131,242,2299,2299,851,449,19.5,884,884,523,1056,1056,314,557,1743,1743,310,393,1523,617,1864,1864,2309,2309,1402,1402,2287,2287,2135,2309,2309,1501,1460,1354,454,753,2209,2209,2309,2309,851,851,744,732,1932,1932,1071,1071,1052,861,1071,1071,1056,1056,453,453,449,1042,1042,475,1052,1052,411,299,1052,1052,1052,1052,843,851,851,78,658,53,582,582,2309,2309,1939,1528,649,1397,1397,1011,1011,992,992,892,800,201,961,961,851,961,961,961,961,961,961,148,961,961,211,851,851,318,851,851,251,851,851,73,8.6,386,321,851,851,675,851,851,851,851,827,296,296,275,275,127,2309,2309,1076,1233,260,297,354,247,123,1932,1864,1846,557,1864,1864,825,1039,2309,2309,2275,2275,2309,2309,2309,2309,2104,108500,36081108500,5,"Jan",17,"QUEENS"
"139",851,851,582,445,131,242,2299,2299,851,449,19.5,884,884,523,1056,1056,314,557,1743,1743,310,393,1523,617,1864,1864,2309,2309,1402,1402,2287,2287,2135,2309,2309,1501,1460,1354,454,753,2209,2209,2309,2309,851,851,744,732,1932,1932,1071,1071,1052,861,1071,1071,1056,1056,453,453,449,1042,1042,475,1052,1052,411,299,1052,1052,1052,1052,843,851,851,78,658,53,582,582,2309,2309,1939,1528,649,1397,1397,1011,1011,992,992,892,800,201,961,961,851,961,961,961,961,961,961,148,961,961,211,851,851,318,851,851,251,851,851,73,8.6,386,321,851,851,675,851,851,851,851,827,296,296,275,275,127,2309,2309,1076,1233,260,297,354,247,123,1932,1864,1846,557,1864,1864,825,1039,2309,2309,2275,2275,2309,2309,2309,2309,2104,108500,36081108500,17,"May",18,"QUEENS"
"140",1075,1075,834,602,123,282,3013,3013,1075,602,20,1248,1248,725,1333,1333,265,727,2333,2333,319,587,2016,1064,2479,2479,3022,3022,1679,1679,2994,2994,2821,3027,3027,1601,1529,1463,1138,1341,2894,2894,3027,3027,1075,1075,965,917,2557,2557,1473,1473,1390,1084,1473,1473,1325,1325,663,663,613,1294,1294,690,1390,1390,630,353,1390,1390,1390,1390,1164,1075,1075,92,835,52,834,834,3022,3022,2862,2340,1000,1640,1640,1262,1262,1179,1179,1098,996,264,1115,1115,1075,1115,1115,1115,1115,1115,1115,85,1115,1115,56,1075,1075,158,1075,1075,372,1075,1075,42,3.9,366,430,1075,1075,905,1075,1075,1075,1075,1060,127,127,127,127,75,3027,3027,1481,1546,290,277,563,162,246,2557,2479,2405,932,2479,2479,1193,1286,3027,3027,2996,2996,3027,3027,3027,3027,2683,109300,36081109300,6,"Aug",19,"QUEENS"
"141",1075,1075,834,602,123,282,3013,3013,1075,602,20,1248,1248,725,1333,1333,265,727,2333,2333,319,587,2016,1064,2479,2479,3022,3022,1679,1679,2994,2994,2821,3027,3027,1601,1529,1463,1138,1341,2894,2894,3027,3027,1075,1075,965,917,2557,2557,1473,1473,1390,1084,1473,1473,1325,1325,663,663,613,1294,1294,690,1390,1390,630,353,1390,1390,1390,1390,1164,1075,1075,92,835,52,834,834,3022,3022,2862,2340,1000,1640,1640,1262,1262,1179,1179,1098,996,264,1115,1115,1075,1115,1115,1115,1115,1115,1115,85,1115,1115,56,1075,1075,158,1075,1075,372,1075,1075,42,3.9,366,430,1075,1075,905,1075,1075,1075,1075,1060,127,127,127,127,75,3027,3027,1481,1546,290,277,563,162,246,2557,2479,2405,932,2479,2479,1193,1286,3027,3027,2996,2996,3027,3027,3027,3027,2683,109300,36081109300,23,"Feb",18,"QUEENS"
"142",1075,1075,834,602,123,282,3013,3013,1075,602,20,1248,1248,725,1333,1333,265,727,2333,2333,319,587,2016,1064,2479,2479,3022,3022,1679,1679,2994,2994,2821,3027,3027,1601,1529,1463,1138,1341,2894,2894,3027,3027,1075,1075,965,917,2557,2557,1473,1473,1390,1084,1473,1473,1325,1325,663,663,613,1294,1294,690,1390,1390,630,353,1390,1390,1390,1390,1164,1075,1075,92,835,52,834,834,3022,3022,2862,2340,1000,1640,1640,1262,1262,1179,1179,1098,996,264,1115,1115,1075,1115,1115,1115,1115,1115,1115,85,1115,1115,56,1075,1075,158,1075,1075,372,1075,1075,42,3.9,366,430,1075,1075,905,1075,1075,1075,1075,1060,127,127,127,127,75,3027,3027,1481,1546,290,277,563,162,246,2557,2479,2405,932,2479,2479,1193,1286,3027,3027,2996,2996,3027,3027,3027,3027,2683,109300,36081109300,23,"Feb",18,"QUEENS"
"143",1050,1050,785,694,83,305,3179,3179,1050,694,21.8,1265,1265,738,1443,1443,432,809,2168,2168,211,695,2064,1250,2511,2511,3226,3226,1840,1840,3226,3226,3099,3226,3226,1635,1595,1547,1201,1314,3139,3139,3226,3226,1050,1050,995,947,2624,2624,1526,1526,1435,1098,1526,1526,1443,1443,701,701,696,1420,1420,747,1435,1435,659,446,1435,1435,1435,1435,1064,1050,1050,106,770,28,785,785,3226,3226,3071,2378,1109,1832,1832,1288,1288,1226,1226,1166,1099,357,1190,1190,1050,1190,1190,1190,1190,1190,1190,40,1190,1190,76,1050,1050,94,1050,1050,258,1050,1050,76,7.2,437,419,1050,1050,846,1050,1050,1050,1050,1050,94,94,94,94,76,3226,3226,1510,1716,163,356,349,300,329,2624,2511,2372,897,2511,2511,1120,1391,3226,3226,3226,3226,3226,3226,3226,3226,3141,127700,36081127700,28,"Oct",19,"QUEENS"
"144",1963,1963,953,800,79,336,3933,3933,1963,812,20.6,1706,1706,852,1650,1650,436,876,3135,3135,411,939,2967,1630,3229,3229,3933,3933,2328,2328,3880,3880,3711,3933,3933,2824,2725,2506,932,1045,3535,3535,3933,3933,1963,1963,1790,1702,3319,3319,2094,2094,2009,1225,2094,2094,1624,1624,952,952,926,1992,1992,1193,2009,2009,1112,413,2009,2009,2009,2009,1450,1963,1963,273,1432,124,953,953,3933,3933,3635,2907,1263,2321,2321,1886,1886,1811,1811,1643,1561,226,2121,2121,1963,2121,2121,2121,2121,2121,2121,717,2121,2121,661,1963,1963,380,1963,1963,444,1963,1963,312,15.9,1128,445,1963,1963,1392,1963,1963,1963,1963,1931,358,358,358,358,228,3933,3933,2098,1835,538,438,553,345,360,3319,3229,3209,1083,3229,3229,1659,1570,3933,3933,3857,3857,3933,3933,3933,3933,3563,129103,36081129103,30,"Mar",18,"QUEENS"
"145",1963,1963,953,800,79,336,3933,3933,1963,812,20.6,1706,1706,852,1650,1650,436,876,3135,3135,411,939,2967,1630,3229,3229,3933,3933,2328,2328,3880,3880,3711,3933,3933,2824,2725,2506,932,1045,3535,3535,3933,3933,1963,1963,1790,1702,3319,3319,2094,2094,2009,1225,2094,2094,1624,1624,952,952,926,1992,1992,1193,2009,2009,1112,413,2009,2009,2009,2009,1450,1963,1963,273,1432,124,953,953,3933,3933,3635,2907,1263,2321,2321,1886,1886,1811,1811,1643,1561,226,2121,2121,1963,2121,2121,2121,2121,2121,2121,717,2121,2121,661,1963,1963,380,1963,1963,444,1963,1963,312,15.9,1128,445,1963,1963,1392,1963,1963,1963,1963,1931,358,358,358,358,228,3933,3933,2098,1835,538,438,553,345,360,3319,3229,3209,1083,3229,3229,1659,1570,3933,3933,3857,3857,3933,3933,3933,3933,3563,129103,36081129103,13,"May",19,"QUEENS"
