"","dp02_0001e","dp02_0001pe","dp02_0002e","dp02_0004e","dp02_0008e","dp02_0013e","dp02_0017e","dp02_0017pe","dp02_0018e","dp02_0019e","dp02_0019pe","dp02_0024e","dp02_0024pe","dp02_0026e","dp02_0030e","dp02_0030pe","dp02_0031e","dp02_0032e","dp02_0058e","dp02_0058pe","dp02_0062e","dp02_0064e","dp02_0066e","dp02_0067e","dp02_0068e","dp02_0068pe","dp02_0070e","dp02_0070pe","dp02_0074e","dp02_0074pe","dp02_0078e","dp02_0078pe","dp02_0079e","dp02_0086e","dp02_0086pe","dp02_0087e","dp02_0088e","dp02_0089e","dp02_0094e","dp02_0102e","dp02_0110e","dp02_0110pe","dp02_0122e","dp02_0122pe","dp02_0150e","dp02_0150pe","dp02_0151e","dp02_0152e","dp03_0001e","dp03_0001pe","dp03_0002e","dp03_0003e","dp03_0004e","dp03_0007e","dp03_0008e","dp03_0008pe","dp03_0010e","dp03_0010pe","dp03_0011e","dp03_0012e","dp03_0013e","dp03_0018e","dp03_0018pe","dp03_0019e","dp03_0026e","dp03_0026pe","dp03_0027e","dp03_0029e","dp03_0032e","dp03_0032pe","dp03_0046e","dp03_0046pe","dp03_0047e","dp03_0051e","dp03_0051pe","dp03_0056e","dp03_0064e","dp03_0074e","dp03_0075e","dp03_0075pe","dp03_0095e","dp03_0095pe","dp03_0096e","dp03_0097e","dp03_0098e","dp03_0102e","dp03_0102pe","dp03_0103e","dp03_0103pe","dp03_0104e","dp03_0104pe","dp03_0105e","dp03_0106e","dp03_0116e","dp04_0001e","dp04_0001pe","dp04_0002e","dp04_0006e","dp04_0006pe","dp04_0016e","dp04_0016pe","dp04_0027e","dp04_0027pe","dp04_0031e","dp04_0038e","dp04_0038pe","dp04_0041e","dp04_0045e","dp04_0045pe","dp04_0047e","dp04_0050e","dp04_0050pe","dp04_0054e","dp04_0057e","dp04_0057pe","dp04_0058e","dp04_0058pe","dp04_0059e","dp04_0060e","dp04_0062e","dp04_0062pe","dp04_0063e","dp04_0072e","dp04_0072pe","dp04_0076e","dp04_0076pe","dp04_0077e","dp04_0126e","dp04_0126pe","dp04_0136e","dp04_0136pe","dp04_0142e","dp05_0001e","dp05_0001pe","dp05_0002e","dp05_0003e","dp05_0010e","dp05_0011e","dp05_0012e","dp05_0013e","dp05_0014e","dp05_0020e","dp05_0021e","dp05_0022e","dp05_0023e","dp05_0025e","dp05_0025pe","dp05_0026e","dp05_0027e","dp05_0033e","dp05_0033pe","dp05_0034e","dp05_0036e","dp05_0063e","dp05_0063pe","dp05_0070e","dp05_0070pe","dp05_0076e","tract_code","geoid","executed_day","executed_month","executed_year","borough"
"938",1889,1889,1191,898,185,424,4718,4718,1889,900,19.1,1991,1991,1122,2161,2161,649,1137,3775,3775,593,744,3195,1163,3957,3957,4727,4727,2948,2948,4692,4692,4505,4727,4727,2258,2176,2027,1490,2390,4497,4497,4727,4727,1889,1889,1593,1490,4053,4053,2488,2488,2369,1565,2488,2488,2112,2112,1037,1037,998,2360,2360,891,2369,2369,933,510,2369,2369,2369,2369,2002,1889,1889,189,1481,150,1191,1191,4727,4727,4146,2930,1565,2929,2929,2257,2257,2147,2147,1828,1646,242,2023,2023,1889,2023,2023,2023,2023,2023,2023,462,2023,2023,605,1889,1889,1112,1889,1889,372,1889,1889,592,31.3,841,355,1889,1889,1577,1889,1889,1889,1889,1837,1004,1004,1004,1004,531,4727,4727,2361,2366,677,688,821,342,238,4053,3957,3899,1138,3957,3957,1908,2049,4727,4727,4670,4670,4727,4727,4727,4727,4017,117500,36081117500,27,"Nov",18,"QUEENS"
"939",1889,1889,1191,898,185,424,4718,4718,1889,900,19.1,1991,1991,1122,2161,2161,649,1137,3775,3775,593,744,3195,1163,3957,3957,4727,4727,2948,2948,4692,4692,4505,4727,4727,2258,2176,2027,1490,2390,4497,4497,4727,4727,1889,1889,1593,1490,4053,4053,2488,2488,2369,1565,2488,2488,2112,2112,1037,1037,998,2360,2360,891,2369,2369,933,510,2369,2369,2369,2369,2002,1889,1889,189,1481,150,1191,1191,4727,4727,4146,2930,1565,2929,2929,2257,2257,2147,2147,1828,1646,242,2023,2023,1889,2023,2023,2023,2023,2023,2023,462,2023,2023,605,1889,1889,1112,1889,1889,372,1889,1889,592,31.3,841,355,1889,1889,1577,1889,1889,1889,1889,1837,1004,1004,1004,1004,531,4727,4727,2361,2366,677,688,821,342,238,4053,3957,3899,1138,3957,3957,1908,2049,4727,4727,4670,4670,4727,4727,4727,4727,4017,117500,36081117500,13,"Sept",19,"QUEENS"
"940",1889,1889,1191,898,185,424,4718,4718,1889,900,19.1,1991,1991,1122,2161,2161,649,1137,3775,3775,593,744,3195,1163,3957,3957,4727,4727,2948,2948,4692,4692,4505,4727,4727,2258,2176,2027,1490,2390,4497,4497,4727,4727,1889,1889,1593,1490,4053,4053,2488,2488,2369,1565,2488,2488,2112,2112,1037,1037,998,2360,2360,891,2369,2369,933,510,2369,2369,2369,2369,2002,1889,1889,189,1481,150,1191,1191,4727,4727,4146,2930,1565,2929,2929,2257,2257,2147,2147,1828,1646,242,2023,2023,1889,2023,2023,2023,2023,2023,2023,462,2023,2023,605,1889,1889,1112,1889,1889,372,1889,1889,592,31.3,841,355,1889,1889,1577,1889,1889,1889,1889,1837,1004,1004,1004,1004,531,4727,4727,2361,2366,677,688,821,342,238,4053,3957,3899,1138,3957,3957,1908,2049,4727,4727,4670,4670,4727,4727,4727,4727,4017,117500,36081117500,25,"Apr",19,"QUEENS"
"941",1889,1889,1191,898,185,424,4718,4718,1889,900,19.1,1991,1991,1122,2161,2161,649,1137,3775,3775,593,744,3195,1163,3957,3957,4727,4727,2948,2948,4692,4692,4505,4727,4727,2258,2176,2027,1490,2390,4497,4497,4727,4727,1889,1889,1593,1490,4053,4053,2488,2488,2369,1565,2488,2488,2112,2112,1037,1037,998,2360,2360,891,2369,2369,933,510,2369,2369,2369,2369,2002,1889,1889,189,1481,150,1191,1191,4727,4727,4146,2930,1565,2929,2929,2257,2257,2147,2147,1828,1646,242,2023,2023,1889,2023,2023,2023,2023,2023,2023,462,2023,2023,605,1889,1889,1112,1889,1889,372,1889,1889,592,31.3,841,355,1889,1889,1577,1889,1889,1889,1889,1837,1004,1004,1004,1004,531,4727,4727,2361,2366,677,688,821,342,238,4053,3957,3899,1138,3957,3957,1908,2049,4727,4727,4670,4670,4727,4727,4727,4727,4017,117500,36081117500,13,"Sept",19,"QUEENS"
"942",1889,1889,1191,898,185,424,4718,4718,1889,900,19.1,1991,1991,1122,2161,2161,649,1137,3775,3775,593,744,3195,1163,3957,3957,4727,4727,2948,2948,4692,4692,4505,4727,4727,2258,2176,2027,1490,2390,4497,4497,4727,4727,1889,1889,1593,1490,4053,4053,2488,2488,2369,1565,2488,2488,2112,2112,1037,1037,998,2360,2360,891,2369,2369,933,510,2369,2369,2369,2369,2002,1889,1889,189,1481,150,1191,1191,4727,4727,4146,2930,1565,2929,2929,2257,2257,2147,2147,1828,1646,242,2023,2023,1889,2023,2023,2023,2023,2023,2023,462,2023,2023,605,1889,1889,1112,1889,1889,372,1889,1889,592,31.3,841,355,1889,1889,1577,1889,1889,1889,1889,1837,1004,1004,1004,1004,531,4727,4727,2361,2366,677,688,821,342,238,4053,3957,3899,1138,3957,3957,1908,2049,4727,4727,4670,4670,4727,4727,4727,4727,4017,117500,36081117500,13,"Mar",18,"QUEENS"
"943",1889,1889,1191,898,185,424,4718,4718,1889,900,19.1,1991,1991,1122,2161,2161,649,1137,3775,3775,593,744,3195,1163,3957,3957,4727,4727,2948,2948,4692,4692,4505,4727,4727,2258,2176,2027,1490,2390,4497,4497,4727,4727,1889,1889,1593,1490,4053,4053,2488,2488,2369,1565,2488,2488,2112,2112,1037,1037,998,2360,2360,891,2369,2369,933,510,2369,2369,2369,2369,2002,1889,1889,189,1481,150,1191,1191,4727,4727,4146,2930,1565,2929,2929,2257,2257,2147,2147,1828,1646,242,2023,2023,1889,2023,2023,2023,2023,2023,2023,462,2023,2023,605,1889,1889,1112,1889,1889,372,1889,1889,592,31.3,841,355,1889,1889,1577,1889,1889,1889,1889,1837,1004,1004,1004,1004,531,4727,4727,2361,2366,677,688,821,342,238,4053,3957,3899,1138,3957,3957,1908,2049,4727,4727,4670,4670,4727,4727,4727,4727,4017,117500,36081117500,31,"Oct",18,"QUEENS"
"944",1889,1889,1191,898,185,424,4718,4718,1889,900,19.1,1991,1991,1122,2161,2161,649,1137,3775,3775,593,744,3195,1163,3957,3957,4727,4727,2948,2948,4692,4692,4505,4727,4727,2258,2176,2027,1490,2390,4497,4497,4727,4727,1889,1889,1593,1490,4053,4053,2488,2488,2369,1565,2488,2488,2112,2112,1037,1037,998,2360,2360,891,2369,2369,933,510,2369,2369,2369,2369,2002,1889,1889,189,1481,150,1191,1191,4727,4727,4146,2930,1565,2929,2929,2257,2257,2147,2147,1828,1646,242,2023,2023,1889,2023,2023,2023,2023,2023,2023,462,2023,2023,605,1889,1889,1112,1889,1889,372,1889,1889,592,31.3,841,355,1889,1889,1577,1889,1889,1889,1889,1837,1004,1004,1004,1004,531,4727,4727,2361,2366,677,688,821,342,238,4053,3957,3899,1138,3957,3957,1908,2049,4727,4727,4670,4670,4727,4727,4727,4727,4017,117500,36081117500,30,"Jan",19,"QUEENS"
"945",1889,1889,1191,898,185,424,4718,4718,1889,900,19.1,1991,1991,1122,2161,2161,649,1137,3775,3775,593,744,3195,1163,3957,3957,4727,4727,2948,2948,4692,4692,4505,4727,4727,2258,2176,2027,1490,2390,4497,4497,4727,4727,1889,1889,1593,1490,4053,4053,2488,2488,2369,1565,2488,2488,2112,2112,1037,1037,998,2360,2360,891,2369,2369,933,510,2369,2369,2369,2369,2002,1889,1889,189,1481,150,1191,1191,4727,4727,4146,2930,1565,2929,2929,2257,2257,2147,2147,1828,1646,242,2023,2023,1889,2023,2023,2023,2023,2023,2023,462,2023,2023,605,1889,1889,1112,1889,1889,372,1889,1889,592,31.3,841,355,1889,1889,1577,1889,1889,1889,1889,1837,1004,1004,1004,1004,531,4727,4727,2361,2366,677,688,821,342,238,4053,3957,3899,1138,3957,3957,1908,2049,4727,4727,4670,4670,4727,4727,4727,4727,4017,117500,36081117500,24,"Sept",18,"QUEENS"
"946",1889,1889,1191,898,185,424,4718,4718,1889,900,19.1,1991,1991,1122,2161,2161,649,1137,3775,3775,593,744,3195,1163,3957,3957,4727,4727,2948,2948,4692,4692,4505,4727,4727,2258,2176,2027,1490,2390,4497,4497,4727,4727,1889,1889,1593,1490,4053,4053,2488,2488,2369,1565,2488,2488,2112,2112,1037,1037,998,2360,2360,891,2369,2369,933,510,2369,2369,2369,2369,2002,1889,1889,189,1481,150,1191,1191,4727,4727,4146,2930,1565,2929,2929,2257,2257,2147,2147,1828,1646,242,2023,2023,1889,2023,2023,2023,2023,2023,2023,462,2023,2023,605,1889,1889,1112,1889,1889,372,1889,1889,592,31.3,841,355,1889,1889,1577,1889,1889,1889,1889,1837,1004,1004,1004,1004,531,4727,4727,2361,2366,677,688,821,342,238,4053,3957,3899,1138,3957,3957,1908,2049,4727,4727,4670,4670,4727,4727,4727,4727,4017,117500,36081117500,2,"Nov",17,"QUEENS"
"947",868,868,774,660,93,302,2940,2940,868,654,22.2,1201,1201,863,1325,1325,297,832,2296,2296,201,429,1767,786,2453,2453,2952,2952,1899,1899,2918,2918,2663,2952,2952,1274,1252,1216,1046,1465,2812,2812,2952,2952,868,868,798,774,2504,2504,1491,1491,1435,1013,1491,1491,1310,1310,718,718,681,1424,1424,683,1435,1435,581,294,1435,1435,1435,1435,1223,868,868,64,734,63,774,774,2952,2952,2641,2011,894,1884,1884,1360,1360,1304,1304,1194,1043,231,894,894,868,894,894,894,894,894,894,144,894,894,220,868,868,182,868,868,203,868,868,73,8.4,336,295,868,868,752,868,868,868,868,832,142,142,123,123,55,2952,2952,1429,1523,409,310,677,157,189,2504,2453,2393,687,2453,2453,1189,1264,2952,2952,2867,2867,2952,2952,2952,2952,2801,140902,36081140902,9,"Feb",18,"QUEENS"
"948",868,868,774,660,93,302,2940,2940,868,654,22.2,1201,1201,863,1325,1325,297,832,2296,2296,201,429,1767,786,2453,2453,2952,2952,1899,1899,2918,2918,2663,2952,2952,1274,1252,1216,1046,1465,2812,2812,2952,2952,868,868,798,774,2504,2504,1491,1491,1435,1013,1491,1491,1310,1310,718,718,681,1424,1424,683,1435,1435,581,294,1435,1435,1435,1435,1223,868,868,64,734,63,774,774,2952,2952,2641,2011,894,1884,1884,1360,1360,1304,1304,1194,1043,231,894,894,868,894,894,894,894,894,894,144,894,894,220,868,868,182,868,868,203,868,868,73,8.4,336,295,868,868,752,868,868,868,868,832,142,142,123,123,55,2952,2952,1429,1523,409,310,677,157,189,2504,2453,2393,687,2453,2453,1189,1264,2952,2952,2867,2867,2952,2952,2952,2952,2801,140902,36081140902,9,"Feb",18,"QUEENS"
"949",868,868,774,660,93,302,2940,2940,868,654,22.2,1201,1201,863,1325,1325,297,832,2296,2296,201,429,1767,786,2453,2453,2952,2952,1899,1899,2918,2918,2663,2952,2952,1274,1252,1216,1046,1465,2812,2812,2952,2952,868,868,798,774,2504,2504,1491,1491,1435,1013,1491,1491,1310,1310,718,718,681,1424,1424,683,1435,1435,581,294,1435,1435,1435,1435,1223,868,868,64,734,63,774,774,2952,2952,2641,2011,894,1884,1884,1360,1360,1304,1304,1194,1043,231,894,894,868,894,894,894,894,894,894,144,894,894,220,868,868,182,868,868,203,868,868,73,8.4,336,295,868,868,752,868,868,868,868,832,142,142,123,123,55,2952,2952,1429,1523,409,310,677,157,189,2504,2453,2393,687,2453,2453,1189,1264,2952,2952,2867,2867,2952,2952,2952,2952,2801,140902,36081140902,6,"Jan",20,"QUEENS"
"950",868,868,774,660,93,302,2940,2940,868,654,22.2,1201,1201,863,1325,1325,297,832,2296,2296,201,429,1767,786,2453,2453,2952,2952,1899,1899,2918,2918,2663,2952,2952,1274,1252,1216,1046,1465,2812,2812,2952,2952,868,868,798,774,2504,2504,1491,1491,1435,1013,1491,1491,1310,1310,718,718,681,1424,1424,683,1435,1435,581,294,1435,1435,1435,1435,1223,868,868,64,734,63,774,774,2952,2952,2641,2011,894,1884,1884,1360,1360,1304,1304,1194,1043,231,894,894,868,894,894,894,894,894,894,144,894,894,220,868,868,182,868,868,203,868,868,73,8.4,336,295,868,868,752,868,868,868,868,832,142,142,123,123,55,2952,2952,1429,1523,409,310,677,157,189,2504,2453,2393,687,2453,2453,1189,1264,2952,2952,2867,2867,2952,2952,2952,2952,2801,140902,36081140902,24,"Apr",17,"QUEENS"
"951",923,923,768,680,55,227,2903,2903,923,690,23.8,1284,1284,825,1205,1205,256,763,2212,2212,269,470,1711,638,2414,2414,2903,2903,1897,1897,2874,2874,2766,2903,2903,1392,1331,1290,886,1355,2736,2736,2903,2903,923,923,826,778,2473,2473,1571,1571,1537,902,1571,1571,1199,1199,641,641,641,1452,1452,545,1537,1537,575,363,1537,1537,1537,1537,1196,923,923,101,763,49,768,768,2903,2903,2725,2018,967,1874,1874,1512,1512,1478,1478,1385,1252,220,990,990,923,990,990,990,990,990,990,189,990,990,283,923,923,260,923,923,300,923,923,104,11.3,401,261,923,923,720,923,923,923,923,868,195,195,188,188,65,2903,2903,1553,1350,342,361,428,306,258,2473,2414,2356,677,2414,2414,1246,1168,2903,2903,2836,2836,2903,2903,2903,2903,2164,145900,36081145900,3,"Jan",19,"QUEENS"
"952",905,905,628,324,231,322,3008,3008,905,325,10.8,1211,1211,438,1164,1164,601,387,1969,1969,360,339,1586,449,2320,2320,3013,3013,2035,2035,2992,2992,2860,3013,3013,2236,1980,1816,461,698,2844,2844,3013,3013,905,905,794,668,2342,2342,1459,1459,1379,883,1459,1459,1153,1153,630,630,597,1326,1326,453,1379,1379,412,347,1379,1379,1379,1379,1024,905,905,138,765,220,628,628,3013,3013,2751,1675,1259,1980,1980,1408,1408,1328,1328,1186,1055,147,973,973,905,973,973,973,973,973,973,223,973,973,259,905,905,512,905,905,263,905,905,369,40.8,328,147,905,905,815,905,905,905,905,780,512,512,512,512,312,3013,3013,1553,1460,493,386,380,256,169,2342,2320,2176,354,2320,2320,1189,1131,3013,3013,2880,2880,3013,3013,3013,3013,1089,114202,36047114202,3,"May",17,"BROOKLYN"
"953",905,905,628,324,231,322,3008,3008,905,325,10.8,1211,1211,438,1164,1164,601,387,1969,1969,360,339,1586,449,2320,2320,3013,3013,2035,2035,2992,2992,2860,3013,3013,2236,1980,1816,461,698,2844,2844,3013,3013,905,905,794,668,2342,2342,1459,1459,1379,883,1459,1459,1153,1153,630,630,597,1326,1326,453,1379,1379,412,347,1379,1379,1379,1379,1024,905,905,138,765,220,628,628,3013,3013,2751,1675,1259,1980,1980,1408,1408,1328,1328,1186,1055,147,973,973,905,973,973,973,973,973,973,223,973,973,259,905,905,512,905,905,263,905,905,369,40.8,328,147,905,905,815,905,905,905,905,780,512,512,512,512,312,3013,3013,1553,1460,493,386,380,256,169,2342,2320,2176,354,2320,2320,1189,1131,3013,3013,2880,2880,3013,3013,3013,3013,1089,114202,36047114202,7,"Mar",17,"BROOKLYN"
"954",905,905,628,324,231,322,3008,3008,905,325,10.8,1211,1211,438,1164,1164,601,387,1969,1969,360,339,1586,449,2320,2320,3013,3013,2035,2035,2992,2992,2860,3013,3013,2236,1980,1816,461,698,2844,2844,3013,3013,905,905,794,668,2342,2342,1459,1459,1379,883,1459,1459,1153,1153,630,630,597,1326,1326,453,1379,1379,412,347,1379,1379,1379,1379,1024,905,905,138,765,220,628,628,3013,3013,2751,1675,1259,1980,1980,1408,1408,1328,1328,1186,1055,147,973,973,905,973,973,973,973,973,973,223,973,973,259,905,905,512,905,905,263,905,905,369,40.8,328,147,905,905,815,905,905,905,905,780,512,512,512,512,312,3013,3013,1553,1460,493,386,380,256,169,2342,2320,2176,354,2320,2320,1189,1131,3013,3013,2880,2880,3013,3013,3013,3013,1089,114202,36047114202,4,"Aug",17,"BROOKLYN"
"955",905,905,628,324,231,322,3008,3008,905,325,10.8,1211,1211,438,1164,1164,601,387,1969,1969,360,339,1586,449,2320,2320,3013,3013,2035,2035,2992,2992,2860,3013,3013,2236,1980,1816,461,698,2844,2844,3013,3013,905,905,794,668,2342,2342,1459,1459,1379,883,1459,1459,1153,1153,630,630,597,1326,1326,453,1379,1379,412,347,1379,1379,1379,1379,1024,905,905,138,765,220,628,628,3013,3013,2751,1675,1259,1980,1980,1408,1408,1328,1328,1186,1055,147,973,973,905,973,973,973,973,973,973,223,973,973,259,905,905,512,905,905,263,905,905,369,40.8,328,147,905,905,815,905,905,905,905,780,512,512,512,512,312,3013,3013,1553,1460,493,386,380,256,169,2342,2320,2176,354,2320,2320,1189,1131,3013,3013,2880,2880,3013,3013,3013,3013,1089,114202,36047114202,6,"Apr",18,"BROOKLYN"
"956",905,905,628,324,231,322,3008,3008,905,325,10.8,1211,1211,438,1164,1164,601,387,1969,1969,360,339,1586,449,2320,2320,3013,3013,2035,2035,2992,2992,2860,3013,3013,2236,1980,1816,461,698,2844,2844,3013,3013,905,905,794,668,2342,2342,1459,1459,1379,883,1459,1459,1153,1153,630,630,597,1326,1326,453,1379,1379,412,347,1379,1379,1379,1379,1024,905,905,138,765,220,628,628,3013,3013,2751,1675,1259,1980,1980,1408,1408,1328,1328,1186,1055,147,973,973,905,973,973,973,973,973,973,223,973,973,259,905,905,512,905,905,263,905,905,369,40.8,328,147,905,905,815,905,905,905,905,780,512,512,512,512,312,3013,3013,1553,1460,493,386,380,256,169,2342,2320,2176,354,2320,2320,1189,1131,3013,3013,2880,2880,3013,3013,3013,3013,1089,114202,36047114202,2,"Feb",18,"BROOKLYN"
"957",905,905,628,324,231,322,3008,3008,905,325,10.8,1211,1211,438,1164,1164,601,387,1969,1969,360,339,1586,449,2320,2320,3013,3013,2035,2035,2992,2992,2860,3013,3013,2236,1980,1816,461,698,2844,2844,3013,3013,905,905,794,668,2342,2342,1459,1459,1379,883,1459,1459,1153,1153,630,630,597,1326,1326,453,1379,1379,412,347,1379,1379,1379,1379,1024,905,905,138,765,220,628,628,3013,3013,2751,1675,1259,1980,1980,1408,1408,1328,1328,1186,1055,147,973,973,905,973,973,973,973,973,973,223,973,973,259,905,905,512,905,905,263,905,905,369,40.8,328,147,905,905,815,905,905,905,905,780,512,512,512,512,312,3013,3013,1553,1460,493,386,380,256,169,2342,2320,2176,354,2320,2320,1189,1131,3013,3013,2880,2880,3013,3013,3013,3013,1089,114202,36047114202,30,"Jan",17,"BROOKLYN"
"958",905,905,628,324,231,322,3008,3008,905,325,10.8,1211,1211,438,1164,1164,601,387,1969,1969,360,339,1586,449,2320,2320,3013,3013,2035,2035,2992,2992,2860,3013,3013,2236,1980,1816,461,698,2844,2844,3013,3013,905,905,794,668,2342,2342,1459,1459,1379,883,1459,1459,1153,1153,630,630,597,1326,1326,453,1379,1379,412,347,1379,1379,1379,1379,1024,905,905,138,765,220,628,628,3013,3013,2751,1675,1259,1980,1980,1408,1408,1328,1328,1186,1055,147,973,973,905,973,973,973,973,973,973,223,973,973,259,905,905,512,905,905,263,905,905,369,40.8,328,147,905,905,815,905,905,905,905,780,512,512,512,512,312,3013,3013,1553,1460,493,386,380,256,169,2342,2320,2176,354,2320,2320,1189,1131,3013,3013,2880,2880,3013,3013,3013,3013,1089,114202,36047114202,17,"Oct",18,"BROOKLYN"
"959",905,905,628,324,231,322,3008,3008,905,325,10.8,1211,1211,438,1164,1164,601,387,1969,1969,360,339,1586,449,2320,2320,3013,3013,2035,2035,2992,2992,2860,3013,3013,2236,1980,1816,461,698,2844,2844,3013,3013,905,905,794,668,2342,2342,1459,1459,1379,883,1459,1459,1153,1153,630,630,597,1326,1326,453,1379,1379,412,347,1379,1379,1379,1379,1024,905,905,138,765,220,628,628,3013,3013,2751,1675,1259,1980,1980,1408,1408,1328,1328,1186,1055,147,973,973,905,973,973,973,973,973,973,223,973,973,259,905,905,512,905,905,263,905,905,369,40.8,328,147,905,905,815,905,905,905,905,780,512,512,512,512,312,3013,3013,1553,1460,493,386,380,256,169,2342,2320,2176,354,2320,2320,1189,1131,3013,3013,2880,2880,3013,3013,3013,3013,1089,114202,36047114202,3,"Oct",18,"BROOKLYN"
"960",905,905,628,324,231,322,3008,3008,905,325,10.8,1211,1211,438,1164,1164,601,387,1969,1969,360,339,1586,449,2320,2320,3013,3013,2035,2035,2992,2992,2860,3013,3013,2236,1980,1816,461,698,2844,2844,3013,3013,905,905,794,668,2342,2342,1459,1459,1379,883,1459,1459,1153,1153,630,630,597,1326,1326,453,1379,1379,412,347,1379,1379,1379,1379,1024,905,905,138,765,220,628,628,3013,3013,2751,1675,1259,1980,1980,1408,1408,1328,1328,1186,1055,147,973,973,905,973,973,973,973,973,973,223,973,973,259,905,905,512,905,905,263,905,905,369,40.8,328,147,905,905,815,905,905,905,905,780,512,512,512,512,312,3013,3013,1553,1460,493,386,380,256,169,2342,2320,2176,354,2320,2320,1189,1131,3013,3013,2880,2880,3013,3013,3013,3013,1089,114202,36047114202,13,"Sept",17,"BROOKLYN"
"961",905,905,628,324,231,322,3008,3008,905,325,10.8,1211,1211,438,1164,1164,601,387,1969,1969,360,339,1586,449,2320,2320,3013,3013,2035,2035,2992,2992,2860,3013,3013,2236,1980,1816,461,698,2844,2844,3013,3013,905,905,794,668,2342,2342,1459,1459,1379,883,1459,1459,1153,1153,630,630,597,1326,1326,453,1379,1379,412,347,1379,1379,1379,1379,1024,905,905,138,765,220,628,628,3013,3013,2751,1675,1259,1980,1980,1408,1408,1328,1328,1186,1055,147,973,973,905,973,973,973,973,973,973,223,973,973,259,905,905,512,905,905,263,905,905,369,40.8,328,147,905,905,815,905,905,905,905,780,512,512,512,512,312,3013,3013,1553,1460,493,386,380,256,169,2342,2320,2176,354,2320,2320,1189,1131,3013,3013,2880,2880,3013,3013,3013,3013,1089,114202,36047114202,11,"Dec",17,"BROOKLYN"
"962",905,905,628,324,231,322,3008,3008,905,325,10.8,1211,1211,438,1164,1164,601,387,1969,1969,360,339,1586,449,2320,2320,3013,3013,2035,2035,2992,2992,2860,3013,3013,2236,1980,1816,461,698,2844,2844,3013,3013,905,905,794,668,2342,2342,1459,1459,1379,883,1459,1459,1153,1153,630,630,597,1326,1326,453,1379,1379,412,347,1379,1379,1379,1379,1024,905,905,138,765,220,628,628,3013,3013,2751,1675,1259,1980,1980,1408,1408,1328,1328,1186,1055,147,973,973,905,973,973,973,973,973,973,223,973,973,259,905,905,512,905,905,263,905,905,369,40.8,328,147,905,905,815,905,905,905,905,780,512,512,512,512,312,3013,3013,1553,1460,493,386,380,256,169,2342,2320,2176,354,2320,2320,1189,1131,3013,3013,2880,2880,3013,3013,3013,3013,1089,114202,36047114202,2,"Mar",20,"BROOKLYN"
"963",905,905,628,324,231,322,3008,3008,905,325,10.8,1211,1211,438,1164,1164,601,387,1969,1969,360,339,1586,449,2320,2320,3013,3013,2035,2035,2992,2992,2860,3013,3013,2236,1980,1816,461,698,2844,2844,3013,3013,905,905,794,668,2342,2342,1459,1459,1379,883,1459,1459,1153,1153,630,630,597,1326,1326,453,1379,1379,412,347,1379,1379,1379,1379,1024,905,905,138,765,220,628,628,3013,3013,2751,1675,1259,1980,1980,1408,1408,1328,1328,1186,1055,147,973,973,905,973,973,973,973,973,973,223,973,973,259,905,905,512,905,905,263,905,905,369,40.8,328,147,905,905,815,905,905,905,905,780,512,512,512,512,312,3013,3013,1553,1460,493,386,380,256,169,2342,2320,2176,354,2320,2320,1189,1131,3013,3013,2880,2880,3013,3013,3013,3013,1089,114202,36047114202,15,"Feb",18,"BROOKLYN"
"964",905,905,628,324,231,322,3008,3008,905,325,10.8,1211,1211,438,1164,1164,601,387,1969,1969,360,339,1586,449,2320,2320,3013,3013,2035,2035,2992,2992,2860,3013,3013,2236,1980,1816,461,698,2844,2844,3013,3013,905,905,794,668,2342,2342,1459,1459,1379,883,1459,1459,1153,1153,630,630,597,1326,1326,453,1379,1379,412,347,1379,1379,1379,1379,1024,905,905,138,765,220,628,628,3013,3013,2751,1675,1259,1980,1980,1408,1408,1328,1328,1186,1055,147,973,973,905,973,973,973,973,973,973,223,973,973,259,905,905,512,905,905,263,905,905,369,40.8,328,147,905,905,815,905,905,905,905,780,512,512,512,512,312,3013,3013,1553,1460,493,386,380,256,169,2342,2320,2176,354,2320,2320,1189,1131,3013,3013,2880,2880,3013,3013,3013,3013,1089,114202,36047114202,22,"Aug",18,"BROOKLYN"
"965",905,905,628,324,231,322,3008,3008,905,325,10.8,1211,1211,438,1164,1164,601,387,1969,1969,360,339,1586,449,2320,2320,3013,3013,2035,2035,2992,2992,2860,3013,3013,2236,1980,1816,461,698,2844,2844,3013,3013,905,905,794,668,2342,2342,1459,1459,1379,883,1459,1459,1153,1153,630,630,597,1326,1326,453,1379,1379,412,347,1379,1379,1379,1379,1024,905,905,138,765,220,628,628,3013,3013,2751,1675,1259,1980,1980,1408,1408,1328,1328,1186,1055,147,973,973,905,973,973,973,973,973,973,223,973,973,259,905,905,512,905,905,263,905,905,369,40.8,328,147,905,905,815,905,905,905,905,780,512,512,512,512,312,3013,3013,1553,1460,493,386,380,256,169,2342,2320,2176,354,2320,2320,1189,1131,3013,3013,2880,2880,3013,3013,3013,3013,1089,114202,36047114202,27,"Apr",17,"BROOKLYN"
